label,text,example
numpy.format_float_positional,Format a floating-point scalar as a decimal string in positional notation.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">format_float_positional</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">float32</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">pi</span><span class=""p"">))</span>
<span class=""go"">'3.1415927'</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">format_float_positional</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">float16</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">pi</span><span class=""p"">))</span>
<span class=""go"">'3.14'</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">format_float_positional</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">float16</span><span class=""p"">(</span><span class=""mf"">0.3</span><span class=""p"">))</span>
<span class=""go"">'0.3'</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">format_float_positional</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">float16</span><span class=""p"">(</span><span class=""mf"">0.3</span><span class=""p"">),</span> <span class=""n"">unique</span><span class=""o"">=</span><span class=""kc"">False</span><span class=""p"">,</span> <span class=""n"">precision</span><span class=""o"">=</span><span class=""mi"">10</span><span class=""p"">)</span>
<span class=""go"">'0.3000488281'</span>
</pre>"
numpy.format_float_scientific,Format a floating-point scalar as a decimal string in scientific notation.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">format_float_scientific</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">float32</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">pi</span><span class=""p"">))</span>
<span class=""go"">'3.1415927e+00'</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">s</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">float32</span><span class=""p"">(</span><span class=""mf"">1.23e24</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">format_float_scientific</span><span class=""p"">(</span><span class=""n"">s</span><span class=""p"">,</span> <span class=""n"">unique</span><span class=""o"">=</span><span class=""kc"">False</span><span class=""p"">,</span> <span class=""n"">precision</span><span class=""o"">=</span><span class=""mi"">15</span><span class=""p"">)</span>
<span class=""go"">'1.230000071797338e+24'</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">format_float_scientific</span><span class=""p"">(</span><span class=""n"">s</span><span class=""p"">,</span> <span class=""n"">exp_digits</span><span class=""o"">=</span><span class=""mi"">4</span><span class=""p"">)</span>
<span class=""go"">'1.23e+0024'</span>
</pre>"
numpy.memmap,Create a memory-map to an array stored in a binary file on disk.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">data</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">12</span><span class=""p"">,</span> <span class=""n"">dtype</span><span class=""o"">=</span><span class=""s1"">'float32'</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">data</span><span class=""o"">.</span><span class=""n"">resize</span><span class=""p"">((</span><span class=""mi"">3</span><span class=""p"">,</span><span class=""mi"">4</span><span class=""p"">))</span>
</pre>"
numpy.lib.format.open_memmap,Open a .npy file as a memory-mapped array.,
numpy.set_printoptions,Set printing options.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">set_printoptions</span><span class=""p"">(</span><span class=""n"">precision</span><span class=""o"">=</span><span class=""mi"">4</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([</span><span class=""mf"">1.123456789</span><span class=""p"">])</span>
<span class=""go"">[1.1235]</span>
</pre>"
numpy.get_printoptions,Return the current print options.,
numpy.set_string_function,Set a Python function to be used when pretty printing arrays.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""k"">def</span> <span class=""nf"">pprint</span><span class=""p"">(</span><span class=""n"">arr</span><span class=""p"">):</span>
<span class=""gp"">... </span>    <span class=""k"">return</span> <span class=""s1"">'HA! - What are you going to do now?'</span>
<span class=""gp"">...</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">set_string_function</span><span class=""p"">(</span><span class=""n"">pprint</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">10</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span>
<span class=""go"">HA! - What are you going to do now?</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">_</span> <span class=""o"">=</span> <span class=""n"">a</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""c1""># [0 1 2 3 4 5 6 7 8 9]</span>
</pre>"
numpy.printoptions,Context manager for setting print options.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""kn"">from</span> <span class=""nn"">numpy.testing</span> <span class=""kn"">import</span> <span class=""n"">assert_equal</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""k"">with</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">printoptions</span><span class=""p"">(</span><span class=""n"">precision</span><span class=""o"">=</span><span class=""mi"">2</span><span class=""p"">):</span>
<span class=""gp"">... </span>    <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([</span><span class=""mf"">2.0</span><span class=""p"">])</span> <span class=""o"">/</span> <span class=""mi"">3</span>
<span class=""go"">array([0.67])</span>
</pre>"
numpy.binary_repr,Return the binary representation of the input number as a string.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">binary_repr</span><span class=""p"">(</span><span class=""mi"">3</span><span class=""p"">)</span>
<span class=""go"">'11'</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">binary_repr</span><span class=""p"">(</span><span class=""o"">-</span><span class=""mi"">3</span><span class=""p"">)</span>
<span class=""go"">'-11'</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">binary_repr</span><span class=""p"">(</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""n"">width</span><span class=""o"">=</span><span class=""mi"">4</span><span class=""p"">)</span>
<span class=""go"">'0011'</span>
</pre>"
numpy.base_repr,Return a string representation of a number in the given base system.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">base_repr</span><span class=""p"">(</span><span class=""mi"">5</span><span class=""p"">)</span>
<span class=""go"">'101'</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">base_repr</span><span class=""p"">(</span><span class=""mi"">6</span><span class=""p"">,</span> <span class=""mi"">5</span><span class=""p"">)</span>
<span class=""go"">'11'</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">base_repr</span><span class=""p"">(</span><span class=""mi"">7</span><span class=""p"">,</span> <span class=""n"">base</span><span class=""o"">=</span><span class=""mi"">5</span><span class=""p"">,</span> <span class=""n"">padding</span><span class=""o"">=</span><span class=""mi"">3</span><span class=""p"">)</span>
<span class=""go"">'00012'</span>
</pre>"
numpy.DataSource,"A generic data source file (file, http, ftp, …).","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">repos</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">DataSource</span><span class=""p"">()</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">repos</span><span class=""o"">.</span><span class=""n"">exists</span><span class=""p"">(</span><span class=""s1"">'www.google.com/index.html'</span><span class=""p"">)</span>
<span class=""go"">False</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">repos</span><span class=""o"">.</span><span class=""n"">exists</span><span class=""p"">(</span><span class=""s1"">'http://www.google.com/index.html'</span><span class=""p"">)</span>
<span class=""go"">True</span>
</pre>"
numpy.lib.format,"An object that can be passed as an argument to the numpy.dtype
constructor to create the array’s dtype.",
numpy.dot,"Dot product of two arrays. Specifically,","<pre><span></span><span class=""n"">dot</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">,</span> <span class=""n"">b</span><span class=""p"">)[</span><span class=""n"">i</span><span class=""p"">,</span><span class=""n"">j</span><span class=""p"">,</span><span class=""n"">k</span><span class=""p"">,</span><span class=""n"">m</span><span class=""p"">]</span> <span class=""o"">=</span> <span class=""nb"">sum</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">[</span><span class=""n"">i</span><span class=""p"">,</span><span class=""n"">j</span><span class=""p"">,:]</span> <span class=""o"">*</span> <span class=""n"">b</span><span class=""p"">[</span><span class=""n"">k</span><span class=""p"">,:,</span><span class=""n"">m</span><span class=""p"">])</span>
</pre>"
numpy.linalg.multi_dot,"Compute the dot product of two or more arrays in a single function call,
while automatically selecting the fastest evaluation order.","<pre><span></span><span class=""k"">def</span> <span class=""nf"">multi_dot</span><span class=""p"">(</span><span class=""n"">arrays</span><span class=""p"">):</span> <span class=""k"">return</span> <span class=""n"">functools</span><span class=""o"">.</span><span class=""n"">reduce</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">dot</span><span class=""p"">,</span> <span class=""n"">arrays</span><span class=""p"">)</span>
</pre>"
numpy.vdot,Return the dot product of two vectors.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""o"">+</span><span class=""mi"">2</span><span class=""n"">j</span><span class=""p"">,</span><span class=""mi"">3</span><span class=""o"">+</span><span class=""mi"">4</span><span class=""n"">j</span><span class=""p"">])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">b</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([</span><span class=""mi"">5</span><span class=""o"">+</span><span class=""mi"">6</span><span class=""n"">j</span><span class=""p"">,</span><span class=""mi"">7</span><span class=""o"">+</span><span class=""mi"">8</span><span class=""n"">j</span><span class=""p"">])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">vdot</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">,</span> <span class=""n"">b</span><span class=""p"">)</span>
<span class=""go"">(70-8j)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">vdot</span><span class=""p"">(</span><span class=""n"">b</span><span class=""p"">,</span> <span class=""n"">a</span><span class=""p"">)</span>
<span class=""go"">(70+8j)</span>
</pre>"
numpy.inner,Inner product of two arrays.,"<pre><span></span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">inner</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">,</span> <span class=""n"">b</span><span class=""p"">)</span> <span class=""o"">=</span> <span class=""nb"">sum</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">[:]</span><span class=""o"">*</span><span class=""n"">b</span><span class=""p"">[:])</span>
</pre>"
numpy.outer,Compute the outer product of two vectors.,"<pre><span></span><span class=""p"">[[</span><span class=""n"">a0</span><span class=""o"">*</span><span class=""n"">b0</span>  <span class=""n"">a0</span><span class=""o"">*</span><span class=""n"">b1</span> <span class=""o"">...</span> <span class=""n"">a0</span><span class=""o"">*</span><span class=""n"">bN</span> <span class=""p"">]</span>
 <span class=""p"">[</span><span class=""n"">a1</span><span class=""o"">*</span><span class=""n"">b0</span>    <span class=""o"">.</span>
 <span class=""p"">[</span> <span class=""o"">...</span>          <span class=""o"">.</span>
 <span class=""p"">[</span><span class=""n"">aM</span><span class=""o"">*</span><span class=""n"">b0</span>            <span class=""n"">aM</span><span class=""o"">*</span><span class=""n"">bN</span> <span class=""p"">]]</span>
</pre>"
numpy.matmul,Matrix product of two arrays.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ones</span><span class=""p"">([</span><span class=""mi"">9</span><span class=""p"">,</span> <span class=""mi"">5</span><span class=""p"">,</span> <span class=""mi"">7</span><span class=""p"">,</span> <span class=""mi"">4</span><span class=""p"">])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">c</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ones</span><span class=""p"">([</span><span class=""mi"">9</span><span class=""p"">,</span> <span class=""mi"">5</span><span class=""p"">,</span> <span class=""mi"">4</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">dot</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">,</span> <span class=""n"">c</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">shape</span>
<span class=""go"">(9, 5, 7, 9, 5, 3)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">matmul</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">,</span> <span class=""n"">c</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">shape</span>
<span class=""go"">(9, 5, 7, 3)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""c1""># n is 7, k is 4, m is 3</span>
</pre>"
numpy.tensordot,Compute tensor dot product along specified axes.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mf"">60.</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">reshape</span><span class=""p"">(</span><span class=""mi"">3</span><span class=""p"">,</span><span class=""mi"">4</span><span class=""p"">,</span><span class=""mi"">5</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">b</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mf"">24.</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">reshape</span><span class=""p"">(</span><span class=""mi"">4</span><span class=""p"">,</span><span class=""mi"">3</span><span class=""p"">,</span><span class=""mi"">2</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">c</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">tensordot</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">,</span><span class=""n"">b</span><span class=""p"">,</span> <span class=""n"">axes</span><span class=""o"">=</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""p"">,</span><span class=""mi"">0</span><span class=""p"">],[</span><span class=""mi"">0</span><span class=""p"">,</span><span class=""mi"">1</span><span class=""p"">]))</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">c</span><span class=""o"">.</span><span class=""n"">shape</span>
<span class=""go"">(5, 2)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">c</span>
<span class=""go"">array([[4400., 4730.],</span>
<span class=""go"">       [4532., 4874.],</span>
<span class=""go"">       [4664., 5018.],</span>
<span class=""go"">       [4796., 5162.],</span>
<span class=""go"">       [4928., 5306.]])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""c1""># A slower but equivalent way of computing the same...</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">d</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">zeros</span><span class=""p"">((</span><span class=""mi"">5</span><span class=""p"">,</span><span class=""mi"">2</span><span class=""p"">))</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""k"">for</span> <span class=""n"">i</span> <span class=""ow"">in</span> <span class=""nb"">range</span><span class=""p"">(</span><span class=""mi"">5</span><span class=""p"">):</span>
<span class=""gp"">... </span>  <span class=""k"">for</span> <span class=""n"">j</span> <span class=""ow"">in</span> <span class=""nb"">range</span><span class=""p"">(</span><span class=""mi"">2</span><span class=""p"">):</span>
<span class=""gp"">... </span>    <span class=""k"">for</span> <span class=""n"">k</span> <span class=""ow"">in</span> <span class=""nb"">range</span><span class=""p"">(</span><span class=""mi"">3</span><span class=""p"">):</span>
<span class=""gp"">... </span>      <span class=""k"">for</span> <span class=""n"">n</span> <span class=""ow"">in</span> <span class=""nb"">range</span><span class=""p"">(</span><span class=""mi"">4</span><span class=""p"">):</span>
<span class=""gp"">... </span>        <span class=""n"">d</span><span class=""p"">[</span><span class=""n"">i</span><span class=""p"">,</span><span class=""n"">j</span><span class=""p"">]</span> <span class=""o"">+=</span> <span class=""n"">a</span><span class=""p"">[</span><span class=""n"">k</span><span class=""p"">,</span><span class=""n"">n</span><span class=""p"">,</span><span class=""n"">i</span><span class=""p"">]</span> <span class=""o"">*</span> <span class=""n"">b</span><span class=""p"">[</span><span class=""n"">n</span><span class=""p"">,</span><span class=""n"">k</span><span class=""p"">,</span><span class=""n"">j</span><span class=""p"">]</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">c</span> <span class=""o"">==</span> <span class=""n"">d</span>
<span class=""go"">array([[ True,  True],</span>
<span class=""go"">       [ True,  True],</span>
<span class=""go"">       [ True,  True],</span>
<span class=""go"">       [ True,  True],</span>
<span class=""go"">       [ True,  True]])</span>
</pre>"
numpy.einsum,Evaluates the Einstein summation convention on the operands.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">25</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">reshape</span><span class=""p"">(</span><span class=""mi"">5</span><span class=""p"">,</span><span class=""mi"">5</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">b</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">5</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">c</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">6</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">reshape</span><span class=""p"">(</span><span class=""mi"">2</span><span class=""p"">,</span><span class=""mi"">3</span><span class=""p"">)</span>
</pre>"
numpy.einsum_path,"Evaluates the lowest cost contraction order for an einsum expression by
considering the creation of intermediate arrays.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">random</span><span class=""o"">.</span><span class=""n"">seed</span><span class=""p"">(</span><span class=""mi"">123</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">random</span><span class=""o"">.</span><span class=""n"">rand</span><span class=""p"">(</span><span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">b</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">random</span><span class=""o"">.</span><span class=""n"">rand</span><span class=""p"">(</span><span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">5</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">c</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">random</span><span class=""o"">.</span><span class=""n"">rand</span><span class=""p"">(</span><span class=""mi"">5</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">path_info</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">einsum_path</span><span class=""p"">(</span><span class=""s1"">'ij,jk,kl-&gt;il'</span><span class=""p"">,</span> <span class=""n"">a</span><span class=""p"">,</span> <span class=""n"">b</span><span class=""p"">,</span> <span class=""n"">c</span><span class=""p"">,</span> <span class=""n"">optimize</span><span class=""o"">=</span><span class=""s1"">'greedy'</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">path_info</span><span class=""p"">[</span><span class=""mi"">0</span><span class=""p"">])</span>
<span class=""go"">['einsum_path', (1, 2), (0, 1)]</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">path_info</span><span class=""p"">[</span><span class=""mi"">1</span><span class=""p"">])</span>
<span class=""go"">  Complete contraction:  ij,jk,kl-&gt;il # may vary</span>
<span class=""go"">         Naive scaling:  4</span>
<span class=""go"">     Optimized scaling:  3</span>
<span class=""go"">      Naive FLOP count:  1.600e+02</span>
<span class=""go"">  Optimized FLOP count:  5.600e+01</span>
<span class=""go"">   Theoretical speedup:  2.857</span>
<span class=""go"">  Largest intermediate:  4.000e+00 elements</span>
<span class=""go"">-------------------------------------------------------------------------</span>
<span class=""go"">scaling                  current                                remaining</span>
<span class=""go"">-------------------------------------------------------------------------</span>
<span class=""go"">   3                   kl,jk-&gt;jl                                ij,jl-&gt;il</span>
<span class=""go"">   3                   jl,ij-&gt;il                                   il-&gt;il</span>
</pre>"
numpy.linalg.matrix_power,Raise a square matrix to the (integer) power n.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""kn"">from</span> <span class=""nn"">numpy.linalg</span> <span class=""kn"">import</span> <span class=""n"">matrix_power</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">i</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([[</span><span class=""mi"">0</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">],</span> <span class=""p"">[</span><span class=""o"">-</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">0</span><span class=""p"">]])</span> <span class=""c1""># matrix equiv. of the imaginary unit</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">matrix_power</span><span class=""p"">(</span><span class=""n"">i</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">)</span> <span class=""c1""># should = -i</span>
<span class=""go"">array([[ 0, -1],</span>
<span class=""go"">       [ 1,  0]])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">matrix_power</span><span class=""p"">(</span><span class=""n"">i</span><span class=""p"">,</span> <span class=""mi"">0</span><span class=""p"">)</span>
<span class=""go"">array([[1, 0],</span>
<span class=""go"">       [0, 1]])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">matrix_power</span><span class=""p"">(</span><span class=""n"">i</span><span class=""p"">,</span> <span class=""o"">-</span><span class=""mi"">3</span><span class=""p"">)</span> <span class=""c1""># should = 1/(-i) = i, but w/ f.p. elements</span>
<span class=""go"">array([[ 0.,  1.],</span>
<span class=""go"">       [-1.,  0.]])</span>
</pre>"
numpy.kron,Kronecker product of two arrays.,"<pre><span></span><span class=""n"">kron</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">,</span><span class=""n"">b</span><span class=""p"">)[</span><span class=""n"">k0</span><span class=""p"">,</span><span class=""n"">k1</span><span class=""p"">,</span><span class=""o"">...</span><span class=""p"">,</span><span class=""n"">kN</span><span class=""p"">]</span> <span class=""o"">=</span> <span class=""n"">a</span><span class=""p"">[</span><span class=""n"">i0</span><span class=""p"">,</span><span class=""n"">i1</span><span class=""p"">,</span><span class=""o"">...</span><span class=""p"">,</span><span class=""n"">iN</span><span class=""p"">]</span> <span class=""o"">*</span> <span class=""n"">b</span><span class=""p"">[</span><span class=""n"">j0</span><span class=""p"">,</span><span class=""n"">j1</span><span class=""p"">,</span><span class=""o"">...</span><span class=""p"">,</span><span class=""n"">jN</span><span class=""p"">]</span>
</pre>"
